species,circRNA name,Position,Function,Gene,Gene Description,PMID
Homo sapiens,hsa_circRNA_102926,-,Oral cancer [differential expression (oral squamous cell carcinomas tissue vs. control)],CUL3,cullin 3,28368401
Homo sapiens,hsa_circRNA_102927,-,Oral cancer [differential expression (oral squamous cell carcinomas tissue vs. control)],RHBDD1,rhomboid domain containing 1,28368401
Homo sapiens,hsa_circRNA_102950,-,Liver cancer [differential expression (liver cancer cases vs. normal controls)],AGAP1,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1",28727484
Homo sapiens,hsa_circRNA_102972,-,Hepatocellular carcinoma [differential expression (hepatocellular carcinoma vs. matched non-tumor tissue)],-,-,28520103
Homo sapiens,hsa_circRNA_102990,-,Oral cancer [differential expression (oral squamous cell carcinomas tissue vs. control)],SLC23A2,solute carrier family 23 member 2,28368401
Homo sapiens,hsa_circRNA_103023,-,Oral cancer [differential expression (oral squamous cell carcinomas tissue vs. control)],CBFA2T2,CBFA2/RUNX1 translocation partner 2,28368401
Homo sapiens,hsa_circRNA_103039,chr20:33954359-33962059,Preeclampsia [differential expression (placental tissue for patients with preeclampsia vs. controls)],-,-,27606420
Homo sapiens,hsa_circRNA_103053,-,Gastric cancer [differential expression (gastric cancer vs. adjacent normal tissues)],-,-,28206972
Homo sapiens,hsa_circRNA_103081,-,Oral cancer [differential expression (oral squamous cell carcinomas tissue vs. control)],TMEM189,transmembrane protein 189,28368401
Homo sapiens,hsa_circRNA_103089,-,Oral cancer [differential expression (oral squamous cell carcinomas tissue vs. control)],ATP9A,ATPase phospholipid transporting 9A (putative),28368401
Homo sapiens,hsa_circRNA_103116,chr21:30693541-30702014,Preeclampsia [differential expression (placental tissue for patients with preeclampsia vs. controls)],-,-,27606420
Homo sapiens,hsa_circRNA_103117,-,Hepatic steatosis [differential expression (normal vs. model groups)],-,-,28717649
Homo sapiens,hsa_circRNA_103122,chr21:34953607-34958487,Esophageal squamous cancer [differential expression (esophageal squamous cancer cell line KYSE-150R vs. KYSE-150)]; gastric cancer [differential expression (gastric cancer vs. adjacent tissues)],DONSON,downstream neighbor of SON,27465405;28206972
Homo sapiens,hsa_circRNA_103126,-,Oral cancer [differential expression (oral squamous cell carcinomas tissue vs. control)],PIGP,phosphatidylinositol glycan anchor biosynthesis class P,28368401
Homo sapiens,hsa_circRNA_103140,-,Oral cancer [differential expression (oral squamous cell carcinomas tissue vs. control)],PDXK,pyridoxal kinase,28368401
Homo sapiens,hsa_circRNA_103159,-,Oral cancer [differential expression (oral squamous cell carcinomas tissue vs. control)],HIRA,histone cell cycle regulator,28368401
Homo sapiens,hsa_circRNA_103165,chr22:21161649-21167794,Esophageal squamous cancer [differential expression (esophageal squamous cancer cell line KYSE-150R vs. KYSE-150)],PI4KA,phosphatidylinositol 4-kinase alpha,27465405
Homo sapiens,hsa_circRNA_103168,-,Oral cancer [differential expression (oral squamous cell carcinomas tissue vs. control)],PPIL2,peptidylprolyl isomerase like 2,28368401
Homo sapiens,hsa_circRNA_103194,-,Oral cancer [differential expression (oral squamous cell carcinomas tissue vs. control)],AP1B1,adaptor related protein complex 1 beta 1 subunit,28368401
Homo sapiens,hsa_circRNA_103198,-,Osteoarthritis [differential expression (osteoarthritis vs. normal cartilage)],-,-,26931159
Homo sapiens,hsa_circRNA_103229,-,Oral cancer [differential expression (oral squamous cell carcinomas tissue vs. control)],ADSL,adenylosuccinate lyase,28368401
Homo sapiens,hsa_circRNA_103242,-,Oral cancer [differential expression (oral squamous cell carcinomas tissue vs. control)],CCDC134,coiled-coil domain containing 134,28368401
Homo sapiens,hsa_circRNA_103249,-,Oral cancer [differential expression (oral squamous cell carcinomas tissue vs. control)],FBLN1,fibulin 1,28368401
Homo sapiens,hsa_circRNA_103262,-,Oral cancer [differential expression (oral squamous cell carcinomas tissue vs. control)],TBC1D22A,TBC1 domain family member 22A,28368401
Homo sapiens,hsa_circRNA_103268,-,Diabetic retinopathy [differential expression (type 2 diabetes mellitus with proliferative diabetic retinopathy sample vs. either the type 2 diabetes mellitus without diabetic retinopathy or control samples)],SBF1,SET binding factor 1,28817829
Homo sapiens,hsa_circRNA_103269,-,Osteoarthritis [differential expression (cartilage affected by osteoarthritis)],-,-,28624198
Homo sapiens,hsa_circRNA_103271,-,Oral cancer [differential expression (oral squamous cell carcinomas tissue vs. control)],RABL2B,"RAB, member of RAS oncogene family like 2B",28368401
Homo sapiens,hsa_circRNA_103290,-,Oral cancer [differential expression (oral squamous cell carcinomas tissue vs. control)],VGLL4,vestigial like family member 4,28368401
Homo sapiens,hsa_circRNA_103307,chr3:18456602-18462483,Preeclampsia [differential expression (placental tissue for patients with preeclampsia vs. controls)],-,-,27606420
Homo sapiens,hsa_circRNA_103345,-,Osteoarthritis [differential expression (cartilage affected by osteoarthritis)],-,-,28624198
Homo sapiens,hsa_circRNA_103361,chr3:47719687-47727660,Esophageal squamous cancer [differential expression (esophageal squamous cancer cell line KYSE-150R vs. KYSE-150)],SMARCC1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1",27465405
Homo sapiens,hsa_circRNA_103384,-,Osteoarthritis [differential expression (osteoarthritis vs. normal cartilage)],-,-,26931159;28624198
Homo sapiens,hsa_circRNA_103387,-,Osteoarthritis [differential expression (cartilage affected by osteoarthritis)],-,-,28624198
Homo sapiens,hsa_circRNA_103393,chr3:56626997-56628056,Esophageal squamous cancer [differential expression (esophageal squamous cancer cell line KYSE-150R vs. KYSE-150)],CCDC66,coiled-coil domain containing 66,27465405
Homo sapiens,hsa_circRNA_103394,chr3:57276883-57301820,Esophageal squamous cancer [differential expression (esophageal squamous cancer cell line KYSE-150R vs. KYSE-150)],APPL1,"adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1",27465405
Homo sapiens,hsa_circRNA_103401,-,Osteoarthritis [differential expression (cartilage affected by osteoarthritis)],-,-,28624198
Homo sapiens,hsa_circRNA_103410,-,Diabetic retinopathy [differential expression (type 2 diabetes mellitus with proliferative diabetic retinopathy sample vs. either the type 2 diabetes mellitus without diabetic retinopathy or control samples)],LRIG1,leucine rich repeats and immunoglobulin like domains 1,28817829
Homo sapiens,hsa_circRNA_103428,-,Oral cancer [differential expression (oral squamous cell carcinomas tissue vs. control)],NECTIN3,nectin cell adhesion molecule 3,28368401
Homo sapiens,hsa_circRNA_103444,-,Oral cancer [differential expression (oral squamous cell carcinomas tissue vs. control)],GSK3B,glycogen synthase kinase 3 beta,28368401
Homo sapiens,hsa_circRNA_103456,-,Oral cancer [differential expression (oral squamous cell carcinomas tissue vs. control)],ALDH1L1,aldehyde dehydrogenase 1 family member L1,28368401
Homo sapiens,hsa_circRNA_103457,-,Oral cancer [differential expression (oral squamous cell carcinomas tissue vs. control)],TPRA1,transmembrane protein adipocyte associated 1,28368401
Homo sapiens,hsa_circRNA_103474,chr3:130851588-130852800,Preeclampsia [differential expression (placental tissue for patients with preeclampsia vs. controls)],-,-,27606420
Homo sapiens,hsa_circRNA_103475,-,Oral cancer [differential expression (oral squamous cell carcinomas tissue vs. control)],RYK,receptor-like tyrosine kinase,28368401
Homo sapiens,hsa_circRNA_103487,chr3:149563797-149570383,Preeclampsia [differential expression (placental tissue for patients with preeclampsia vs. controls)],-,-,27606420
Homo sapiens,hsa_circRNA_103489,chr3:149563797-149613347,Preeclampsia [differential expression (placental tissue for patients with preeclampsia vs. controls)],-,-,27606420
Homo sapiens,hsa_circRNA_103490,-,Osteoarthritis [differential expression (cartilage affected by osteoarthritis)],-,-,28624198
Homo sapiens,hsa_circRNA_103491,-,Osteoarthritis [differential expression (cartilage affected by osteoarthritis)],-,-,28624198
Homo sapiens,hsa_circRNA_103492,chr3:149563797-149639014,Colorectal cancer [differential expression (colorectal cancer vs. normal colon mucosa)]; preeclampsia [differential expression (placental tissue for patients with preeclampsia vs. controls)]; gastric cancer [differential expression (gastric cancer tissues vs. normal tissues)],RNF13,ring finger protein 13,25624062;27606420;27986464
Homo sapiens,hsa_circRNA_103493,chr3:149613259-149639014,Preeclampsia [differential expression (placental tissue for patients with preeclampsia vs. controls)],-,-,27606420
Homo sapiens,hsa_circRNA_103498,-,Oral cancer [differential expression (oral squamous cell carcinomas tissue vs. control)],GMPS,guanine monophosphate synthase,28368401
Homo sapiens,hsa_circRNA_103500,-,Oral cancer [differential expression (oral squamous cell carcinomas tissue vs. control)],GOLIM4,golgi integral membrane protein 4,28368401
Homo sapiens,hsa_circRNA_103501,-,Oral cancer [differential expression (oral squamous cell carcinomas tissue vs. control)],GOLIM4,golgi integral membrane protein 4,28368401
Homo sapiens,hsa_circRNA_103510,-,Oral cancer [differential expression (oral squamous cell carcinomas tissue vs. control)],PRKCI,protein kinase C iota,28368401
Homo sapiens,hsa_circRNA_103519,chr3:179045348-179046139,Preeclampsia [differential expression (placental tissue for patients with preeclampsia vs. controls)],-,-,27606420
Homo sapiens,hsa_circRNA_103522,chr3:180685838-180688146,Esophageal squamous cancer [differential expression (esophageal squamous cancer cell line KYSE-150R vs. KYSE-150)],FXR1,FMR1 autosomal homolog 1,27465405
Homo sapiens,hsa_circRNA_103523,-,Oral cancer [differential expression (oral squamous cell carcinomas tissue vs. control)],ATP11B,ATPase phospholipid transporting 11B (putative),28368401
Homo sapiens,hsa_circRNA_103542,-,Oral cancer [differential expression (oral squamous cell carcinomas tissue vs. control)],EIF4A2,eukaryotic translation initiation factor 4A2,28368401
Homo sapiens,hsa_circRNA_103546,chr3:188202379-188242575,Esophageal squamous cancer [differential expression (esophageal squamous cancer cell line KYSE-150R vs. KYSE-150)],LPP,LIM domain containing preferred translocation partner in lipoma,27465405
Homo sapiens,hsa_circRNA_103555,-,Oral cancer [differential expression (oral squamous cell carcinomas tissue vs. control)],TFRC,transferrin receptor,28368401
Homo sapiens,hsa_circRNA_103559,-,Gastric cancer [differential expression (gastric cancer vs. adjacent normal tissues)],-,-,28206972
Homo sapiens,hsa_circRNA_103561,-,Hepatic steatosis [differential expression (normal vs. model groups)],-,-,28717649
Homo sapiens,hsa_circRNA_103574,-,Oral cancer [differential expression (oral squamous cell carcinomas tissue vs. control)],LRCH3,leucine rich repeats and calponin homology domain containing 3,28368401
Homo sapiens,hsa_circRNA_103579,-,Osteoarthritis [differential expression (cartilage affected by osteoarthritis)],-,-,28624198
Homo sapiens,hsa_circRNA_103594,-,Gastric cancer [differential expression (gastric cancer vs. adjacent normal tissues)],-,-,28206972
Homo sapiens,hsa_circRNA_103595,-,hsa_circRNA_103595 (circMAN2B2) facilitates lung cancer cell proliferation and invasion via miR-1275/FOXK1 axis.,MAN2B2,mannosidase alpha class 2B member 2,29550475
Homo sapiens,hsa_circRNA_103608,-,Oral cancer [differential expression (oral squamous cell carcinomas tissue vs. control)],QDPR,quinoid dihydropteridine reductase,28368401
Homo sapiens,hsa_circRNA_103634,-,Osteoarthritis [differential expression (osteoarthritis vs. normal cartilage)],-,-,26931159
Homo sapiens,hsa_circRNA_103636,-,Osteoarthritis [differential expression (osteoarthritis vs. normal cartilage)],-,-,26931159;28624198
Homo sapiens,hsa_circRNA_103637,-,Osteoarthritis [differential expression (osteoarthritis vs. normal cartilage)],-,-,26931159;28624198
Homo sapiens,hsa_circRNA_103639,-,Osteoarthritis [differential expression (cartilage affected by osteoarthritis)]; liver cancer [differential expression (liver cancer cases vs. normal controls)],DCUN1D4,defective in cullin neddylation 1 domain containing 4,28624198;28727484
Homo sapiens,hsa_circRNA_103647,-,Oral cancer [differential expression (oral squamous cell carcinomas tissue vs. control)]; osteoarthritis [differential expression (cartilage affected by osteoarthritis)],FIP1L1,factor interacting with PAPOLA and CPSF1,28368401;28624198
Homo sapiens,hsa_circRNA_103655,-,Osteoarthritis [differential expression (osteoarthritis vs. normal cartilage)],-,-,26931159
Homo sapiens,hsa_circRNA_103674,-,Oral cancer [differential expression (oral squamous cell carcinomas tissue vs. control)]; hepatocellular carcinoma [differential expression (hepatocellular carcinoma vs. matched non-tumor tissue)],FRAS1,Fraser extracellular matrix complex subunit 1,28368401;28520103
Homo sapiens,hsa_circRNA_103675,-,Osteoarthritis [differential expression (osteoarthritis vs. normal cartilage)],-,-,26931159
Homo sapiens,hsa_circRNA_103686,-,Osteoarthritis [differential expression (cartilage affected by osteoarthritis)],-,-,28624198
Homo sapiens,hsa_circRNA_103695,chr4:88116475-88116842,Colorectal cancer [differential expression (colorectal cancer vs. normal colon mucosa)]; esophageal squamous cancer [differential expression (esophageal squamous cancer cell line KYSE-150R vs. KYSE-150)],KLHL8,kelch like family member 8,25624062;27465405
Homo sapiens,hsa_circRNA_103714,-,Diabetic retinopathy [differential expression (type 2 diabetes mellitus with proliferative diabetic retinopathy sample vs. either the type 2 diabetes mellitus without diabetic retinopathy or control samples)],PAPSS1,3'-phosphoadenosine 5'-phosphosulfate synthase 1,28817829
Homo sapiens,hsa_circRNA_103721,-,Oral cancer [differential expression (oral squamous cell carcinomas tissue vs. control)],SEC24B,"SEC24 homolog B, COPII coat complex component",28368401
Homo sapiens,hsa_circRNA_103735,-,Osteoarthritis [differential expression (cartilage affected by osteoarthritis)],-,-,28624198
Homo sapiens,hsa_circRNA_103750,-,Osteoarthritis [differential expression (osteoarthritis vs. normal cartilage)],-,-,26931159
Homo sapiens,hsa_circRNA_103752,-,Oral cancer [differential expression (oral squamous cell carcinomas tissue vs. control)],LRBA,LPS responsive beige-like anchor protein,28368401
