Species,circRNA name,circAltas ID,Uniform ID,Strand,Host gene,Disease_Name,Expression Pattern,PMID,miRNA
human,circSLCO4A1,hsa-SLCO4A1_0002,"circSLCO4A1(4,5).1",unknown,SLCO4A1,Prostate cancer,Upregulated,30416748,unknown
human,hsa_circRNA_103102,hsa-DIDO1_0002,"circDIDO1(2,6).1",unknown,DIDO1,Schizophrenia,Upregulated,30781971,unknown
human,hsa_circ_0061140,unknown,unknown,+,C20orf11,Endometriosis,Downregulated,32621951,unknown
human,hsa_circ_0061140,unknown,unknown,+,C20orf11,Bladder cancer,Upregulated,32495864,unknown
human,hsa_circ_0061140,unknown,unknown,+,C20orf11,Ovarian cancer,Upregulated,30236833,unknown
human,hsa_circ_0001175,unknown,unknown,-,unknown,Breast cancer,Upregulated,29431182,unknown
human,hsa_circ_0001175,unknown,unknown,-,YTHDF1,Hepatocellular carcinoma,Upregulated,33408482,unknown
human,hsa_circ_0007609,hsa-DNAJC5_0001,"circDNAJC5(2,3,4).1",+,DNAJC5,Multiple myeloma,Downregulated,31948430,unknown
human,hsa_circ_0061259,unknown,unknown,-,BAGE2,Prostate cancer,Upregulated,30416748,unknown
human,hsa_circ_0061265,hsa-AP001347_0003,circ(chr21).333,+,AP001347,Bladder cancer,Upregulated,28103507,unknown
human,hsa_circ_0061265,hsa-AP001347_0003,circ(chr21).333,+,AP001347,Gastric cancer,Upregulated,31105852,unknown
human,hsa_circ_0001177,hsa-NRIP1_0003,"circNRIP1(2,3,S4).1",-,NRIP1,Acute kidney injury,Upregulated,30197981,unknown
human,hsa_circ_0002711,hsa-NRIP1_0014,"circNRIP1(2,L3).3",-,NRIP1,Ovarian cancer,Upregulated,31589961,unknown
human,hsa_circ_0004771,hsa-NRIP1_0002,"circNRIP1(2,3).1",-,NRIP,Gastric cancer,Upregulated,30717751,"miR-4298, miR-339-5p, miR-4687-3p, miR-548"
human,hsa_circ_0004771,hsa-NRIP1_0002,"circNRIP1(2,3).1",-,NRIP1,Cervical cancer,Upregulated,32457332,unknown
human,hsa_circ_0004771,hsa-NRIP1_0002,"circNRIP1(2,3).1",unknown,NRIP1,Breast cancer,Upregulated,28484086,"hsa-miR-653-5p, hsa-miR-339-5p, hsa-miR-330-5p, hsa-miR-595, hsa-miR-629-3p"
human,hsa_circ_0004771,hsa-NRIP1_0002,"circNRIP1(2,3).1",-,NRIP1,Papillary thyroid carcinoma,Upregulated,28288173,"hsa-miR-653-5p, hsa-miR-339-5p, hsa-miR-330-5p, hsa-miR-595, hsa-miR-629-3p"
human,hsa_circ_0004771,hsa-NRIP1_0002,"circNRIP1(2,3).1",unknown,unknown,Osteosarcoma,Downregulated,28957794,unknown
human,hsa_circ_0004771,hsa-NRIP1_0002,"circNRIP1(2,3).1",-,NRIP1,Colorectal cancer,Upregulated,31737058,unknown
human,hsa_circ_0004771,hsa-NRIP1_0002,"circNRIP1(2,3).1",-,NRIP1,Esophageal cancer,Upregulated,32050790,unknown
human,hsa_circ_0004771,hsa-NRIP1_0002,"circNRIP1(2,3).1",-,NRIP1,Hepatocellular carcinoma,Downregulated,30714679,unknown
human,hsa_circ_103047,hsa-NRIP1_0002,"circNRIP1(2,3).1",-,NRIP1,Rheumatoid arthritis,unknown,28618429,"miR-7,miR-214"
human,hsa_circ_0061276,unknown,unknown,-,NRIP1,Gastric cancer,Downregulated,29098316,unknown
human,hsa_circ_0001178,hsa-USP25_0001,"circUSP25(2,3).1",unknown,unknown,Hepatocellular carcinoma,Upregulated,32240747,unknown
human,hsa_circ_0001178,hsa-USP25_0001,"circUSP25(2,3).1",+,USP25,Colorectal cancer,Upregulated,30630466,unknown
human,hsa_circ_0007556,hsa-APP_0013,"circAPP(14,15,16,17).1",-,Aβ-a,Alzheimer's disease,Upregulated,33003364,unknown
human,hsa_circ_0061351,unknown,unknown,-,ADAMTS1,Proliferative vitreoretinopathy,Upregulated,30597308,unknown
human,hsa_circ_0115744,hsa-AF131217_0006,circ(chr21).475,-,TCONS_l2_00017477,Colorectal cancer,Upregulated,33591945,unknown
human,hsa_circ_0061395,hsa-BACH1_0002,"circBACH1(3S,4).1",+,unknown,Hepatocellular carcinoma,Upregulated,32003018,unknown
human,hsa_circ_0002113,hsa-IFNGR2_0002,"circIFNGR2(3,5,6).1",+,IFNGR2,Breast cancer,Upregulated,28803498,unknown
human,hsa_circ_0002113,hsa-IFNGR2_0002,"circIFNGR2(3,5,6).1",+,IFNGR2,Pulmonary tuberculosis,Upregulated,29248507,unknown
human,hsa_circ_000911,unknown,unknown,+,IFNGR2,Breast cancer,unknown,29431182,unknown
human,hsa_circ_0004339,hsa-DONSON_0002,"circDONSON(3,4,8).1",-,DONSON,Gastric cancer,Upregulated,30922402,miR-802
human,hsa_circ_0002360,hsa-RUNX1_0001,"circRUNX1(6,7).1",-,RUNX1,Colorectal cancer,Upregulated,32494158,unknown
human,hsa_circ_0002360,hsa-RUNX1_0001,"circRUNX1(6,7).1",-,RUNX1,Lung cancer,Upregulated,30787976,unknown
human,hsa_circ_0001187/hsa_circ_000341/hsa_circ_0008078,hsa-DOPEY2_0008,"circDOP1B(20,21).1",+,DOPEY2,Acute myeloid leukemia,Downregulated,28282919,unknown
human,hsa_circ_0001187/hsa_circ_000341/hsa_circ_0008078,hsa-DOPEY2_0008,"circDOP1B(20,21).1",+,DOPEY2,Cervical cancer,Upregulated,28282919,unknown
human,hsa_circ_0001189/hsa_circ_001502,hsa-MORC3_0001,"circMORC3(S5,L6,7).1",+,MORC3,Hypopharyngeal carcinoma,Downregulated,25814762,"miR-136,miR-217,miR-636,miR-646,miR-665,MMP13"
human,hsa_circ_0061656,unknown,unknown,+,TTC3,Pressure ulcer,Upregulated,32043754,unknown
human,hsa_circ_0061656,unknown,unknown,+,TTC3,Kidney injury,Downregulated,33600863,unknown
human,hsa_circ_0001190,hsa-DYRK1A_0011,circDYRK1A(2L).1,+,DYRK1A,Gastric cancer,Downregulated,32052496,unknown
human,hsa_circ_0001192,hsa-BRWD1_0092,"circBRWD1(26,27,28,29,S30,31,32,33,34,35,36,37).1",-,BRWD1,Renal cell carcinoma,Upregulated&nbsp;,33110207,unknown
human,hsa_circ_0116061,hsa-BRWD1_0028,"circBRWD1(10L,11,12,13).1",-,BRWD1,Osteoarthritis,Upregulated,33849596,unknown
human,hsa_circ_0061817,unknown,unknown,-,C2CD2,Non-obstructive azoospermia,Downregulated,31775841,unknown
human,hsa_circ_0061825,unknown,unknown,-,TFF1,Breast cancer,Upregulated,31961997,unknown
human,hsa_circ_12884,unknown,unknown,unknown,BPTF,Polycystic ovary syndrome,Downregulated,30779115,unknown
human,hsa_circ_0061853,hsa-PKNOX1_0014,"circPKNOX1(2,3,4,8,9).1",+,PKNOX1,Intervertebral disc degeneration,Upregulated,33637685,unknown
human,hsa_circ_0061868,unknown,unknown,-,U2AF1,Glioblastoma,Upregulated,30341906,unknown
human,hsa_circ_0061893,unknown,unknown,+,PDXK,Radiation-induced liver fibrosis,Downregulated,28774651,unknown
human,hsa_circ_0092315,unknown,unknown,+,PWP2,Papillary thyroid carcinoma,Upregulated,28288173,"hsa-miR-658, hsa-miR-494-3p, hsa-miR-675-5p, hsa-miR-604, hsa-miR-361-3p"
human,hsa_circ_0001200,hsa-PTTG1IP_0002,"circPTTG1IP(3,4,5).1",-,PTTG1IP,Rheumatoid arthritis,Upregulated,32191279,unknown
human,hsa_circ_0062019,unknown,unknown,-,SLC19A1,Prostate cancer,Upregulated,31903637,unknown
human,hsa_circ_0002715,hsa-PCNT_0010,"circPCNT(16,17).1",+,PCNT,Rheumatoid arthritis,Upregulated,31772684,unknown
human,hsa_circ_0062163,hsa-CECR2_0007,"circCECR2(6,7).1",+,CECR2,Hepatoblastoma,Upregulated,29414822,unknown
human,hsa_circ_0008533,hsa-CLTCL1_0001,"circCLTCL1(24,25,RI,26).1",-,CLTCL1,Non-obstructive azoospermia,Downregulated,31775841,unknown
human,hsa_circ_0062222,hsa-CLTCL1_0008,"circCLTCL1(20,21,22).1",-,CLTCL1,Nonfunctioning pituitary adenomas,Downregulated,29909209,unknown
human,hsa_circ_0062270,hsa-CDC45_0002,circCDC45(13L).1,unknown,CDC45,Glioblastoma,Upregulated,31407396,unknown
human,hsa_circ_0062270,hsa-CDC45_0002,circCDC45(13L).1,+,CDC45,Melanoma,Upregulated,30219673,unknown
human,hsa_circ_0001204/hsa_circ_001409,unknown,unknown,unknown,unknown,Postmenopausal osteoporosis,Downregulated,33200464,unknown
human,hsa_circ_0001204/hsa_circ_001409,unknown,unknown,+,DGCR8,Tuberculosis,Downregulated,29057952,"miR-612, miR-657, miR-362-3p, miR-377-3p, miR-136-5p"
human,hsa_circ_0092314,unknown,unknown,+,RANBP1,Pancreatic cancer,Upregulated,33842379,unknown
human,hsa_circ_0062321,hsa-KLHL22_0004,"circKLHL22(3,6).1",-,KLHL22,Oral mucosal melanoma,Downregulated,30323971,unknown
human,hsa_circ_0062389,hsa-PI4KA_0011,"circPI4KA(11,12).1",-,PI4KA,Non-small cell lung cancer,Upregulated,31962276,unknown
human,hsa_circ_05707,hsa-CRKL_0001,circCRKL(2).1,+,CRKL,Glioblastoma,Unclear,26873924,unknown
human,hsa_circ_05707,hsa-CRKL_0001,circCRKL(2).1,+,CRKL,Prostate cancer,Downregulated,31198063,"miR-1285-5p, miR-141"
human,hsa_circ_0062426,hsa-PPIL2_0001,"circPPIL2(2,3,4,5,6).1",+,PPIL2,Atrial fibrillation,Downregulated,32922589,unknown
human,hsa_circ_0004872,hsa-MAPK1_0003,"circMAPK1(2,L3,4).1",-,MAPK1,Atherosclerosis,Upregulated,33592319,unknown
human,hsa_circ_0004872,hsa-MAPK1_0003,"circMAPK1(2,L3,4).1",-,MAPK1,Gastric cancer,Downregulated,33836754,unknown
human,hsa_circ_0004872,hsa-MAPK1_0003,"circMAPK1(2,L3,4).1",-,MAPK1,Glioblastoma,Downregulated,28236760,unknown
human,hsa_circ_0062459,unknown,unknown,+,unknown,Esophageal cancer,Upregulated,30674324,unknown
human,hsa_circ_0062491,unknown,unknown,+,MIR650,Periodontitis,Downregulated,31021476,unknown
human,hsa_circ_0001212/hsa_circ_001886,hsa-GUSBP11_0003,circ(chr22).51,-,GUSBP11,Cervical cancer,Upregulated,28080204,unknown
human,hsa_circ_0062557,unknown,unknown,-,CHCHD10,Ovarian endometriosis,Upregulated,29334789,unknown
human,hsa_circ_0062558,unknown,unknown,+,MMP11,Breast cancer,Upregulated,33632213,unknown
human,hsa_circ_0062558,unknown,unknown,+,MMP11,Uterine leiomyoma,Upregulated,32976932,unknown
human,hsa_circ_0062582,unknown,unknown,+,CABIN1,Osteoporosis,Downregulated,31056800,unknown
human,hsa_circ_0005622,hsa-PITPNB_0024,"circPITPNB(8,11,S12).1",-,PITPNB,Parathyroid adenoma,Upregulated,30598042,unknown
human,hsa_circ_0003056,hsa-PITPNB_0011,"circPITPNB(2,3).1",-,PITPNB,Primary hepatic carcinoma,Downregulated,31612035,unknown
human,hsa_circ_0062705,unknown,unknown,-,TTC28,Colon cancer,Downregulated,30520100,unknown
human,chr22:28943661-28946139,hsa-TTC28_0037,circTTC28(I021).15,-,TTC28,Bladder cancer,Upregulated,29558461,unknown
human,hsa_circ_0004811,hsa-CHEK2_0003,"circCHEK2(11,12,13).1",-,HEK2,Hypopharyngeal carcinoma,Downregulated,30365065,unknown
human,hsa_circ_0062960,unknown,unknown,+,DEPDC5,Heart failure,Upregulated,31991759,unknown
human,hsa_circ_0062982,unknown,unknown,+,FBXO7,Chronic myeloid leukemia,Downregulated,30205959,unknown
human,hsa_circ_0008832,hsa-FBXO7_0003,circFBXO7(2).1,+,FBXO7,Gastric cancer,Downregulated,28544609,miR-1271
human,hsa_circ_0008832,hsa-FBXO7_0003,circFBXO7(2).1,+,FBXO7,Laryngeal cancer,Downregulated,30128795,unknown
human,hsa_circ_0063179,hsa-CSF2RB_0001,"circCSF2RB(9,10).1",+,CSF2RB,Pulmonary tuberculosis,Upregulated,29248507,unknown
human,hsa_circ_0005243,hsa-TMEM184B_0001,"circTMEM184B(2,3).1",-,TMEM184B,Gestational diabetes mellitus,Downregulated,30814439,unknown
human,hsa_circ_0002211,hsa-DDX17_0014,"circDDX17(2,3,4,5,6,7,8).1",-,DDX17,Colorectal cancer,Downregulated,30591054,hsa-miR-21-5p
human,hsa_circ_0002211,hsa-DDX17_0014,"circDDX17(2,3,4,5,6,7,8).1",-,DDX17,Prostate cancer,Downregulated,32904557,unknown
human,hsa_circ_0063411,hsa-TNRC6B_0003,"circTNRC6B(7,8,9,10,11,12).1",+,TNRC6B,Amyotrophic lateral sclerosis,Upregulated,31175544,unknown
human,hsa_circ_0008360,hsa-XPNPEP3_0008,circXPNPEP3(3).1,+,XPNPEP3,Rheumatoid arthritis,Downregulated,32191279,unknown
human,hsa_circ_0063517,unknown,unknown,-,RANGAP1,Preeclampsia,Downregulated,31953159,unknown
human,hsa_circ_0063526,hsa-RANGAP1_0024,"circRANGAP1(2,3,L4).2",-,RANGAP1,Gastric cancer,Upregulated,31811909,unknown
human,hsa_circ_0063561,unknown,unknown,+,ACO2,Gastric cancer,Downregulated,28831102,unknown
human,hsa_circ_0005703,hsa-PMM1_0002,"circPMM1(3,4,RI,5).1",-,PMM1,Hypopharyngeal carcinoma,Upregulated,30365065,unknown
human,hsa_circ_0001240,hsa-NFAM1_0001,circNFAM1(2).1,-,NFAM1,Atrial fibrillation,Upregulated,32922589,unknown
human,hsa_circ_0116692,unknown,unknown,-,TTLL1,Retinoblastoma,Downregulated,30917906,unknown
human,hsa_circ_0063772,unknown,unknown,+,ATXN10,Oral squamous cell carcinoma,Downregulated,31378036,unknown
human,hsa_circ_0001247,hsa-ATXN10_0002,"circATXN10(7,8,L9).1",+,ATXN10,Cervical cancer,Upregulated,33386495,unknown
human,hsa_circ_0063781,hsa-PPARA_0011,circPPARA(4).1,+,PPARA,Facet joint osteoarthritis,Upregulated,29470979,unknown
human,hsa_circ_0063809,hsa-CELSR1_0007,"circCELSR1(18,19,20).1",-,CELSR1,Gastric cancer,Upregulated,28544609,unknown
human,hsa_circ_0063809,hsa-CELSR1_0007,"circCELSR1(18,19,20).1",-,CELSR1,Ovarian cancer,Upregulated,30272264,unknown
human,hsa_circ_0001250,hsa-GRAMD4_0001,"circGRAMD4(2,3).1",+,GRAMD4,Pancreatic cancer,Upregulated,31605569,unknown
human,hsa_circ_0001255,unknown,unknown,+,PANX2,Non-small cell lung cancer,Upregulated,32210630,unknown
human,hsa_circ_0001259/hsa_circ_001509,hsa-CHKB_0002,circ(chr22).25,+,CHKB,Breast cancer,unknown,28933584,unknown
human,hsa_circRNA_103477,unknown,unknown,+,EPHB1,Gastric cancer,Downregulated,29928369,unknown
human,hsa_circ_0066659,unknown,unknown,+,TMEM45A,Hepatocellular carcinoma,Upregulated,33230434,unknown
human,hsa_circ_0066755,hsa-KIAA1524_0043,"circCIP2A(6,7,8).1",-,KIAA1524,Nasopharyngeal carcinoma,Upregulated,32669952,unknown
human,hsa_circ_0066779,hsa-NECTIN3_0080,"circNECTIN3(4,5,6L).1",+,PVRL3,Gastric cancer,Downregulated,29973643,unknown
human,hsa_circ_0001326,hsa-PHLDB2_0040,"circPHLDB2(3,4,5).1",+,PHLDB2,Preeclampsia,Upregulated,31759525,unknown
human,hsa_circ_0066875,hsa-TIMMDC1_0006,"circTIMMDC1(3,4,5).1",+,TIMMDC1,Colorectal cancer,Downregulated,32145677,unknown
human,hsa_circ_0008394,hsa-TIMMDC1_0005,"circTIMMDC1(3,4).1",+,TIMMDC1,Gastric cancer,Downregulated,28544609,unknown
human,hsa_circ_0003763,hsa-GSK3B_0001,"circGSK3B(9,10).1",-,GSK3B,Hepatocellular carcinoma,Upregulated,33262952,unknown
human,hsa_circ_0008797,hsa-GSK3B_0039,"circGSK3B(7,8,9).1",-,GSK3B,Pulmonary tuberculosis,Upregulated,29248507,unknown
human,hsa_circ_0066922,hsa-HGD_0004,"circHGD(8S,9).1",-,HGD,Diabetes retinopathy,Upregulated,29288268,"miR-129-5p,NOTCH1"
human,hsa_circ_29892,hsa-STXBP5L_0018,"circSTXBP5L(21,22).1",+,STXBP5L,Glioblastoma,Downregulated,26873924,unknown
human,hsa_circ_29892,hsa-STXBP5L_0018,"circSTXBP5L(21,22).1",unknown,STXBP5L,Small cell lung cancer,Upregulated,32079426,unknown
human,hsa_circ_0141940,hsa-MYLK_0090,circMYLK(34).1,-,MYLK,Non-small cell lung cancer,Upregulated,32753964,unknown
human,hsa_circ_0141940,hsa-MYLK_0090,circMYLK(34).1,-,MYLK,Prostate cancer,Upregulated,29798970,unknown
human,hsa_circ_0002768,hsa-MYLK_0010,"circMYLK(4,5).1",-,MYLK,Bladder cancer,Upregulated,27363013/28687350,"miRNA-29a-3p, DNMT3B, VEGFA, ITGB1"
human,hsa_circ_0002768,hsa-MYLK_0010,"circMYLK(4,5).1",-,MYLK,Hepatocellular carcinoma,Upregulated,32904604,unknown
human,hsa_circ_0002768,hsa-MYLK_0010,"circMYLK(4,5).1",-,MYLK,Laryngocarcinoma,Upregulated,32525816,unknown
human,hsa_circ_0002768,hsa-MYLK_0010,"circMYLK(4,5).1",unknown,MYLK,Renal cell carcinoma,Upregulated,32342645,unknown
human,hsa_circ_0067103,hsa-ZNF148_0004,circZNF148(4).1,-,ZNF148,Papillary thyroid carcinoma,Downregulated,28288173,"hsa-miR-591, hsa-miR-7-5p, hsa-miR-660-5p, hsa-miR-144-5p, hsa-miR-452-3p"
human,hsa_circ_26591,hsa-ZNF148_0013,"circZNF148(2,3,4).1",-,ZNF148,Glioblastoma,Downregulated,26873924,unknown
human,hsa_circ_0067127,hsa-ALDH1L1_0002,"circALDH1L1(10,14,L15).1",-,ALDH1L1,Primary hepatic carcinoma,Downregulated,31612035,unknown
human,hsa_circ_0067175,hsa-ABTB1_0001,"circABTB1(RI,2,3).1",+,ABTB1,Thoracic aortic dissection,Downregulated,29137225,unknown
human,hsa_circ_0008045,hsa-MGLL_0003,circMGLL(7).1,-,MGLL,Non-obstructive azoospermia,Upregulated,31775841,unknown
human,hsa_circ_0007841,hsa-SEC61A1_0008,"circSEC61A1(6,7).1",+,SEC61A1,Multiple myeloma,Upregulated,31803627,unknown
human,hsa_circ_0067209,hsa-EEFSEC_0004,"circEEFSEC(2,3,4).1",+,EEFSEC,Moyamoya disease,Upregulated,28991692,unknown
human,hsa_circ_0001336,unknown,unknown,+,EEFSEC,Esophageal cancer,Downregulated,27465405,unknown
human,hsa_circ_0067301,unknown,unknown,-,PLXND1,Ovarian endometriosis,Downregulated,30566420,miR-141-5p
human,hsa_circ_0067301,unknown,unknown,-,PLXND1,Acute pancreatitis,Upregulated,32149089,unknown
human,hsa_circ_0067301,unknown,unknown,-,PLXND1,Endometriosis,Downregulated,31023528,unknown
human,hsa_circ_0005875,hsa-NPHP3-ACAD11_0001,"circACAD11(6,7,8,9,10,11).1",-,NPHP3-ACAD11,Clear cell renal cell carcinoma,Upregulated,33193877,unknown
human,hsa_circ_0067512,hsa-MRAS_0001,circMRAS(2).1,+,MRAS,Lung cancer,Downregulated,31012177,unknown
human,hsa_circ_0067531,hsa-PIK3CB_0050,"circPIK3CB(13,14).1",-,PIK3CB,Hepatocellular carcinoma,Downregulated,29251325,unknown
human,hsa_circ_0067531,hsa-PIK3CB_0050,"circPIK3CB(13,14).1",-,PIK3CB,Oral mucosal melanoma,Upregulated,30323971,miR-328-5p
human,hsa_circ_0067582,hsa-RASA2_0001,"circRASA2(2,3,4,5).1",+,RASA2,Gastric cancer,Downregulated,31721300,unknown
human,hsa_circ_0064428,unknown,unknown,+,SLC6A6,Hepatocellular carcinoma,Downregulated,30120213,unknown
human,hsa_circ_0122319,hsa-PLOD2_0001,"circPLOD2(2,3).1",-,PLOD2,Colon cancer,Upregulated,31475771,unknown
human,circRNAPLOD2,hsa-PLOD2_0002,"circPLOD2(2,3,4,5,6,7).1",-,PLOD2,PDLSC osteogenis,unknown,29197342,unknown
human,hsa_circ_0001346,hsa-RNF13_0008,"circRNF13(2,3,4,5,6,7,8).1",+,RNF13,Lung cancer,Downregulated,29704631,unknown
human,hsa_circ_0006801,hsa-RNF13_0001,"circRNF13(5,6,7,8).1",+,RNF13,Postmenopausal Osteoporosis,unknown,29742503,unknown
human,hsa_circ_0064451,hsa-NR2C2_0116,"circNR2C2(3,4,5,6,7,8,9,10).1",+,NR2C2,Colon cancer,Downregulated,30520100,unknown
human,hsa_circ_15226,hsa-MED12L_0008,"circMED12L(3,4,5).1",+,MED12L,Glioblastoma,Unclear,26873924,unknown
human,hsa_circ_15226,hsa-MED12L_0008,"circMED12L(3,4,5).1",+,MED12L,Hepatocellular carcinoma,Downregulated,30714679,unknown
human,hsa_circ_0067745,hsa-ARHGEF26_0009,"circARHGEF26(10,11,12).1",+,ARHGEF26,Hepatoblastoma,Upregulated,29414822,unknown
human,hsa_circ_0067835,hsa-IFT80_0030,"circIFT80(3S,4,5,6,7,8).1",-,IFT80,Endometrial carcinoma,Downregulated&nbsp;,33169939,unknown
human,hsa_circ_0067835,hsa-IFT80_0030,"circIFT80(3S,4,5,6,7,8).1",-,IFT80,Colorectal cancer,Upregulated,31648103,unknown
human,hsa_circ_0067835,hsa-IFT80_0030,"circIFT80(3S,4,5,6,7,8).1",-,IFT80,Temporal lobe epilepsy,Downregulated,30485839,unknown
human,hsa_circ_0004264,hsa-NMD3_0001,"circNMD3(3,4,5,6,7).1",+,NMD3,Atherosclerosis,Downregulated,28946214,unknown
human,hsa_circ_0001273,hsa-OXNAD1_0003,"circOXNAD1(5,6,7,8,9S).1",+,OXNAD1,Myocardial infarction,Upregulated&nbsp;,33090416,unknown
human,hsa_circ_0008433,hsa-PHC3_0006,"circPHC3(5,6).1",-,PHC3,Ischemic stroke,Upregulated,33519202,unknown
human,hsa_circ_0122683,hsa-PRKCI_0011,"circPRKCI(14,17).1",+,PRKCI,Papillary thyroid carcinoma,Upregulated,33716239,unknown
human,hsa_circ_0067934,hsa-PRKCI_0025,"circPRKCI(15,16).1",+,PRKCI,Cervical cancer,Upregulated,30362562,unknown
human,hsa_circ_0067934,hsa-PRKCI_0025,"circPRKCI(15,16).1",+,PRKCI,Esophageal cancer,Upregulated,32739469,unknown
human,hsa_circ_0067934,hsa-PRKCI_0025,"circPRKCI(15,16).1",+,PRKCI,Gastric cancer,Upregulated,31894486,unknown
human,hsa_circ_0067934,hsa-PRKCI_0025,"circPRKCI(15,16).1",+,PRKCI,Hepatocellular carcinoma,Upregulated,29458020,unknown
human,hsa_circ_0067934,hsa-PRKCI_0025,"circPRKCI(15,16).1",+,PRKCI,Neuronal cell injury,Downregulated,31053300,unknown
human,hsa_circ_0067934,hsa-PRKCI_0025,"circPRKCI(15,16).1",+,PRKCI,Non-small cell lung cancer,Upregulated,29863250,unknown
human,hsa_circ_0067934,hsa-PRKCI_0025,"circPRKCI(15,16).1",+,PRKCI,Thyroid carcinoma,Upregulated,30779728,unknown
human,hsa_circ_0067934,hsa-PRKCI_0025,"circPRKCI(15,16).1",+,unknown,Bladder cancer,Upregulated,32346439,unknown
human,hsa_circ_0067934,hsa-PRKCI_0025,"circPRKCI(15,16).1",+,unknown,Breast cancer,Upregulated,31773702,unknown
human,hsa_circ_0067934,hsa-PRKCI_0025,"circPRKCI(15,16).1",+,unknown,Cervical cancer,Upregulated,30362562,unknown
human,hsa_circ_0067934,hsa-PRKCI_0025,"circPRKCI(15,16).1",+,unknown,Glioblastoma,Upregulated,31646575,unknown
human,hsa_circ_0067934,hsa-PRKCI_0025,"circPRKCI(15,16).1",+,unknown,Laryngeal cancer,Upregulated,32373969,unknown
human,hsa_circ_0067934,hsa-PRKCI_0025,"circPRKCI(15,16).1",+,unknown,Non-small cell lung cancer,Upregulated,30344708,unknown
human,hsa_circ_0067934,hsa-PRKCI_0025,"circPRKCI(15,16).1",+,unknown,Thyroid cancer,Upregulated,31858554,unknown
human,circ_PRKCI,unknown,unknown,unknown,PRKCI,Hepatocellular carcinoma,Upregulated,31086464,unknown
human,circRNASKIL,hsa-SKIL_0003,circSKIL(2).1,+,SKIL,PDLSC osteogenis,unknown,29197342,unknown
human,hsa_circ_0001275/hsa_circ_000361,unknown,unknown,-,PLCL2,Postmenopausal Osteoporosis,unknown,29742503,unknown
human,hsa_circ_0001361,hsa-FNDC3B_0005,"circFNDC3B(2,3).1",+,FNDC3B,Bladder cancer,Upregulated,31169020,unknown
human,hsa_circ_0006948,hsa-FNDC3B_0033,"circFNDC3B(2,3,4).1",+,FNDC3B,Esophageal cancer,Upregulated,33630215,unknown
human,hsa_circ_0067997,unknown,unknown,+,FNDC3B,Gastric cancer,Upregulated,30688097,unknown
human,hsa_circ_0006156,hsa-FNDC3B_0004,"circFNDC3B(5,6).1",+,FNDC3B,Papillary thyroid carcinoma,Upregulated,32059339,miR-1178
human,hsa_circ_0006156,hsa-FNDC3B_0004,"circFNDC3B(5,6).1",+,FNDC3B,Bladder cancer,Downregulated,30458784,"miR-1178-3p,miR-636"
human,hsa_circ_0006156,hsa-FNDC3B_0004,"circFNDC3B(5,6).1",+,FNDC3B,Gastric cancer,Upregulated,30963578,unknown
human,hsa_circRNA_103516,hsa-FNDC3B_0032,"circFNDC3B(6,8,9,10,11).1",unknown,FNDC3B,Inflammatory bowel disease,Upregulated,31749597,unknown
human,circRNA3046,hsa-NLGN1_0004,circNLGN1(2).1,+,NLGN1,Herpes Simplex Virus1 Infection,unknown,29218114,unknown
human,hsa_circ_0068033,unknown,unknown,+,NAALADL2,Breast cancer,Downregulated,29045858,unknown
human,hsa_circ_0068087/CircSLC8A1-1,unknown,unknown,-,GNB4,Type2 diabetes mellitus,Upregulated,27878383,unknown
human,hsa_circ_0001368,hsa-KLHL24_0011,"circKLHL24(2,3,4,5,6,7).1",+,KLHL24,Gastric cancer,Downregulated,30853185,miR-6506-5p
human,hsa_circ_0001368,hsa-KLHL24_0011,"circKLHL24(2,3,4,5,6,7).1",+,KLHL24,Pituitary adenoma,Upregulated,32389802,unknown
human,hsa_circ_0001368,hsa-KLHL24_0011,"circKLHL24(2,3,4,5,6,7).1",unknown,unknown,Renal cell carcinoma,Downregulated,32428698,unknown
human,hsa_circ_0006667,hsa-KLHL24_0002,"circKLHL24(3,4,5S,6,7).1",+,KLHL24,Proliferative diabetic retinopathy,Upregulated,31749049,unknown
human,hsa_circ_0001370/hsa_circ_001830,hsa-YEATS2_0174,circYEATS2(I007).2,-,YEATS2,Basal cell carcinoma,Upregulated,27097056,unknown
